filename,bytes,sha256
LSDS-73_morphometric-photography_ExpA_B1_Lettuce_1.jpg,2246117,1a71c5e5183dfaca6f6047169afb02d70bb0ad286f02d4dd6490fe631e651b69
LSDS-73_morphometric-photography_ExpA_B1_Lettuce_2.jpg,2002795,a920043339e63eda3227178d037075073bed96f18ad883fc3e6f58cb301887d1
LSDS-73_morphometric-photography_ExpA_B1_Pepper.jpg,1937204,6b12333ecc5155fa09dd00eb3f2c36615899dbef331e575053152fc32468a802
LSDS-73_morphometric-photography_ExpA_B1_Radish_1.jpg,1841153,c43709c01beb84f7cd73ee7372347820f561ea00577d216dd9a0e2dd2cf61948
LSDS-73_morphometric-photography_ExpA_B1_Radish_2.jpg,1930312,d888dd683d843daa4cb0421f0c574c578b3ccac51d1f0680fa96bba2c5d82c05
LSDS-73_morphometric-photography_ExpA_B2_Lettuce.jpg,1848585,b012e42506856e57c51928c9af295bf59697303433cf672ca4ee9005eff4a992
LSDS-73_morphometric-photography_ExpA_B2_Pepper.jpg,1879773,2295c108f097abd096a4379843be3165d0a3418919379eeee72479b58c7c6901
LSDS-73_morphometric-photography_ExpA_B2_Radish.jpg,2157966,61946ac3b87627b6a13a7ede99e30a69b047332a7779bb7cc6d8139dfcd066f5
LSDS-73_morphometric-photography_ExpA_B3_Lettuce.jpg,1879078,ff89672eca21473a9113ef6d6e4ffec30651c13ccc97811ea7f51489583b15f3
LSDS-73_morphometric-photography_ExpA_B3_Pepper.jpg,1920070,3cc3c50404eb471bc2412015f813f26b0e1d01b383046af3fe5bf766879224b8
LSDS-73_morphometric-photography_ExpA_B3_Radish.jpg,1934498,967309f193505fba1723fa2e42c1273d67934e737d44edc1bdc32afbc8ba153e
OSD-670_sup_ExpA-Block1.jpeg,2420596,2e0fe7b1fe42a11eb2f489bc1869f2ba130615214ef0c89b09abf2b2a7451016
OSD-670_sup_ExpA-Block2.jpeg,2364229,2ba7994ef8f27cea96ef7a5e7f228ca057cbd8e1ba95c13e6e673b99c7d8c296
OSD-670_sup_ExpA-Block3.jpeg,2506031,a5368672a9d4edc0e2d5f6d7c40296be84339f1bcc35616f1f87db91e6ff04a1
OSD-670_sup_ExpB-Block1.jpeg,2212520,b0a6bc6e2bfa802fc9b86a6f4ebc3a771466cd8dff57858e39505e37abf4df93
OSD-670_sup_ExpB-Block2.jpeg,2195013,64907366e9807208d14b58c6b189c9c4a51e67e229e0bc73a41f820e3093d2a3
