filename,species,genotype,tissue,condition,light,day,rep,osdr_source
OSD-476_shoot_P1_210502.jpg,Arabidopsis thaliana,,shoot,Lunar regolith — shoot analysis,,captured 2021-05-02,plate P1,shoot_analysis_data-package/P1/P1-210502.jpg
OSD-476_shoot_P1_210504.jpg,Arabidopsis thaliana,,shoot,Lunar regolith — shoot analysis,,captured 2021-05-04,plate P1,shoot_analysis_data-package/P1/P1-210504.jpg
OSD-476_shoot_P1_210506.jpg,Arabidopsis thaliana,,shoot,Lunar regolith — shoot analysis,,captured 2021-05-06,plate P1,shoot_analysis_data-package/P1/P1-210506.jpg
OSD-476_shoot_P1_210508.jpg,Arabidopsis thaliana,,shoot,Lunar regolith — shoot analysis,,captured 2021-05-08,plate P1,shoot_analysis_data-package/P1/P1-210508.jpg
OSD-476_shoot_P1_210510.jpg,Arabidopsis thaliana,,shoot,Lunar regolith — shoot analysis,,captured 2021-05-10,plate P1,shoot_analysis_data-package/P1/P1-210510.jpg
OSD-476_shoot_P2_02.jpg,Arabidopsis thaliana,,shoot,Lunar regolith — shoot analysis,,,plate P2,shoot_analysis_data-package/P2/P2-02.jpg
OSD-476_shoot_P2_04.jpg,Arabidopsis thaliana,,shoot,Lunar regolith — shoot analysis,,,plate P2,shoot_analysis_data-package/P2/P2-04.jpg
OSD-476_shoot_P2_06.jpg,Arabidopsis thaliana,,shoot,Lunar regolith — shoot analysis,,,plate P2,shoot_analysis_data-package/P2/P2-06.jpg
OSD-476_shoot_P2_08.jpg,Arabidopsis thaliana,,shoot,Lunar regolith — shoot analysis,,,plate P2,shoot_analysis_data-package/P2/P2-08.jpg
OSD-476_shoot_P2_10.jpg,Arabidopsis thaliana,,shoot,Lunar regolith — shoot analysis,,,plate P2,shoot_analysis_data-package/P2/P2-10.jpg
OSD-476_shoot_P3_02.jpg,Arabidopsis thaliana,,shoot,Lunar regolith — shoot analysis,,,plate P3,shoot_analysis_data-package/P3/P3-02.jpg
OSD-476_shoot_P3_04.jpg,Arabidopsis thaliana,,shoot,Lunar regolith — shoot analysis,,,plate P3,shoot_analysis_data-package/P3/P3-04.jpg
OSD-476_shoot_P3_06.jpg,Arabidopsis thaliana,,shoot,Lunar regolith — shoot analysis,,,plate P3,shoot_analysis_data-package/P3/P3-06.jpg
OSD-476_shoot_P3_08.jpg,Arabidopsis thaliana,,shoot,Lunar regolith — shoot analysis,,,plate P3,shoot_analysis_data-package/P3/P3-08.jpg
OSD-476_shoot_P3_10.jpg,Arabidopsis thaliana,,shoot,Lunar regolith — shoot analysis,,,plate P3,shoot_analysis_data-package/P3/P3-10.jpg
OSD-476_shoot_P4_02.jpg,Arabidopsis thaliana,,shoot,Lunar regolith — shoot analysis,,,plate P4,shoot_analysis_data-package/P4/P4-02.jpg
OSD-476_shoot_P4_04.jpg,Arabidopsis thaliana,,shoot,Lunar regolith — shoot analysis,,,plate P4,shoot_analysis_data-package/P4/P4-04.jpg
OSD-476_shoot_P4_06.jpg,Arabidopsis thaliana,,shoot,Lunar regolith — shoot analysis,,,plate P4,shoot_analysis_data-package/P4/P4-06.jpg
OSD-476_shoot_P4_08.jpg,Arabidopsis thaliana,,shoot,Lunar regolith — shoot analysis,,,plate P4,shoot_analysis_data-package/P4/P4-08.jpg
OSD-476_shoot_P4_10.jpg,Arabidopsis thaliana,,shoot,Lunar regolith — shoot analysis,,,plate P4,shoot_analysis_data-package/P4/P4-10.jpg
